Game ID,Genres,Developers,Publishers,Release date,Current price in €,Number of reviews,Positive rate in reviews in %,SteamDB score in %,Minimum requirements,Min configuration class
537760,"['Casual', 'Indie']",['Anawiki Games'],['Anawiki Games'],2016-10-19,4.99,11,91.0,71.55,"{'Processor': ' 1 ghz', 'Memory': ' 1 GB RAM', 'Graphics': ' any'}",0
537800,"['Simulation', 'Strategy']",['Runner Duck'],['Curve Digital'],2017-10-19,2.99,7119,89.0,86.39,"{'Processor': ' intel core i3-530 (4 * 3000) or equivalent', 'Memory': ' 2 GB RAM', 'Graphics': ' Geforce 9800 GT (1024 MB)'}",1
537920,"['Violent', 'Action', 'Indie', 'Early Access']",['Tadej Fius'],['MediaAtlas'],2016-10-06,7.99,6,83.0,64.78,"{'Processor': ' i5', 'Memory': ' 4096 MB RAM', 'Graphics': ' Nvidia 980'}",1
537340,"['Action', 'Casual', 'Indie', 'Racing']",['HakJak'],['tinyBuild'],2018-07-19,3.12,1729,81.0,77.54,"{'Processor': ' 2 ghz dual core', 'Memory': ' 2 GB RAM', 'Graphics': ' GeForce GT 650M / Radeon R9 M375 or higher graphics card (see Additional Notes below).'}",1
537430,"['Action', 'Adventure']",['Telepaths Tree'],['IMGN.PRO'],2017-05-18,4.99,403,47.0,47.41,"{'Processor': ' amd quad-core / intel dual-core processor running at 2.8 ghz (amd phenom ii x4 or intel pentium dual-core g600 series or newer architectures are recommended).', 'Memory': ' 4096 MB RAM', 'Graphics': ' ATI/NVIDIA dedicated/integrated or mobile graphic card, with at least 1536MB of dedicated VRAM and with at least DirectX 11 and Shader Model 5.0 support. ATI/AMD Radeon HD 7700 series and NVIDIA GeForce GTX 700 series or newer architectures are recommended.'}",0
537450,"['Action', 'Adventure']","['Armature Studio', 'Comcept']",['Xbox Game Studios'],2018-09-14,4.19,702,64.0,61.67,"{'Processor': ' intel core i5 3550 @ 3.3 ghz or amd fx-6300', 'Memory': ' 8 MB RAM', 'Graphics': ' AMD Radeon R7 370 or NVIDIA GeForce GTX 660/570'}",1
537520,"['Adventure', 'Indie', 'Simulation', 'Strategy']",['Sleepless Clinic'],['IMGN.PRO'],2018-02-20,2.49,178,55.0,54.0,"{'Processor': ' mobile or desktop dual-core, intel core 2 duo / amd athlon 2 x2 or newer architectures are recommended)', 'Memory': ' 2048 MB RAM', 'Graphics': ' AMD/NVIDIA/INTEL integrated, mobile or dedicated graphic card, 1024MB VRAM,  DirectX 10,  Shader Model 4.0 support'}",0
537540,"['Adventure', 'Indie', 'Simulation']",['Sleepless Clinic'],['IMGN.PRO'],2017-04-25,0.0,41,41.0,44.23,"{'Processor': ' intel core i3', 'Memory': ' 1 GB RAM', 'Graphics': ' 128mb GPU'}",1
537590,"['Simulation', 'Early Access']",['Peter Labick'],['Peter Labick'],2016-10-04,0.0,10,50.0,50.0,"{'Processor': ' i5 4590', 'Memory': ' 4 GB RAM', 'Graphics': ' GTX 980'}",2
536920,"['Action', 'Adventure', 'Casual', 'Indie']",['Indigo Studios'],['Indigo Studios'],2016-11-10,3.99,3,67.0,55.69,"{'Processor': ' i3', 'Memory': ' 8 GB RAM', 'Graphics': ' GTX 570'}",2
536950,"['Free to Play', 'Massively Multiplayer']",['Bono Games'],['RedFox Games'],2017-05-31,0.0,49,53.0,52.12,"{'Processor': ' pentium 3 (700ghz)', 'Memory': 'Not specified', 'Graphics': ' 128MB RAM'}",0
536960,"['Action', 'Adventure', 'Indie', 'Strategy']",['Game Mechanic Studios'],['3BLACKDOT'],2018-10-26,16.79,20,75.0,65.0,"{'Processor': ' cpu: intel core i5 4590 or greater', 'Memory': 'Not specified', 'Graphics': ' Graphics Card: GeForce GTX 970 or AMD Radeon R9 290 or better'}",0
536990,"['Action', 'Indie']",['Rückert Broductions'],['Rückert Broductions'],2016-12-01,0.0,153,82.0,75.25,"{'Processor': ' 2 ghz dual core', 'Memory': ' 1 GB RAM', 'Graphics': ' 512MB VRAM, OpenGL 3.3'}",1
537000,"['Action', 'Indie', 'Early Access']",['Magic and Mirrors'],['Magic and Mirrors'],2017-11-20,16.99,114,75.0,69.34,"{'Processor': ' intel core i5-2400/amd fx-8320 or better', 'Memory': ' 4 GB RAM', 'Graphics': ' Nvidia Geforce GTX 670, AMD Radeon HD 7870 or better'}",2
537050,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",['Theodore Palser'],['Theodore Palser'],2016-10-06,1.99,12,83.0,67.93,"{'Processor': ' 2.5 ghz intel pentium 4 / amd athlon 64', 'Memory': ' 2 GB RAM', 'Graphics': ' 512 MB NVIDIA GeForce 8800GS / ATI Radeon HD 3870 or better'}",0
537060,"['Free to Play', 'Simulation', 'Early Access']",['SKYOPT'],['SKYOPT'],2016-11-03,0.0,14,50.0,50.0,"{'Processor': ' intel core i5 4590 or amd fx 8350', 'Memory': ' 4 GB RAM', 'Graphics': ' GeForce GTX 970 or AMD Radeon R9 290'}",2
537100,"['Adventure', 'Casual', 'Simulation']",['Navel'],['YumeHaven'],2016-11-22,9.99,128,86.0,77.62,"{'Processor': 'Not specified', 'Memory': ' 1 GB RAM', 'Graphics': ' DX9 (shader model 3.0) and up'}",0
537110,"['Adventure', 'Indie', 'RPG']","['Vaka Game Magazine', 'Makoto Sanada']","['Vaka Game Magazine', 'PLAYISM']",2016-12-19,5.99,3003,94.0,89.95,"{'Processor': ' intel core2 duo or higher', 'Memory': ' 2 GB RAM', 'Graphics': ' Open GL compliant video card'}",0
537130,['Adventure'],['studio wasp'],['studio wasp'],2016-11-25,0.0,24,75.0,65.51,"{'Processor': ' 2.33ghz or faster x86-compatible processor, or intel atom™ 1.6ghz or faster processor for netbook class devices', 'Memory': ' 512 MB RAM', 'Graphics': ' 1280x720 display (1280x1024 recommended) with 16-bit video card'}",0
537140,"['Action', 'Indie']",['Evocat Games'],['Kajak Games'],2016-12-21,0.0,79,91.0,80.14,"{'Processor': ' intel core i5-4590 or amd fx 8350, equivalent or better', 'Memory': ' 6 GB RAM', 'Graphics': ' NVIDIA GeForce GTX 970, equivalent or better'}",2
537180,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']","['Move Games Co., Ltd.']",['MOVE ON USA CO.'],2016-11-03,0.0,6607,69.0,67.52,"{'Processor': ' pentium4 2.8g / sempron 2800', 'Memory': ' 2 GB RAM', 'Graphics': ' Nvidia GeForce FX5200 or higher'}",0
537200,"['Casual', 'Indie', 'Strategy']",['First Games Interactive'],['First Games Interactive '],2016-11-09,4.99,50,60.0,56.94,"{'Processor': ' 1000', 'Memory': ' 1024 MB RAM', 'Graphics': ' 512 Mb'}",0
536630,"['Adventure', 'Indie']",['AMIDEA Games'],['AMIDEA Games'],2016-10-01,4.99,33,42.0,45.04,"{'Processor': ' intel core2quad q6600 2,40 ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' GeForce GTX 290'}",0
536640,"['Action', 'Adventure', 'Indie']",['Artplant'],['GamesCo'],2016-11-02,14.99,79,46.0,46.75,"{'Processor': ' intel core 2 duo 2.4ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 4850 Minimum 512MB Dedicated Memory'}",0
536660,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",['Atomicom'],['GamesCo'],2017-09-01,22.99,132,50.0,50.0,"{'Processor': ' dual core processor', 'Memory': ' 4 GB RAM', 'Graphics': ' Modern Dedicated Graphics Card'}",1
536670,"['Action', 'Casual', 'Racing']",['Flavio Rausa'],[''],2018-12-06,5.69,3,67.0,55.69,"{'Processor': ' intel® core™ m3, amd quad-core 2.5ghz', 'Memory': ' 4 GB RAM', 'Graphics': ' Intel® HD 615, Nvidia GT640, AMD Radeon HD7750, 1GB Vram'}",0
536680,"['Casual', 'Indie', 'Strategy']",['purpleElephant'],['purpleElephant'],2016-10-28,3.99,52,48.0,48.66,"{'Processor': ' intel i3 processor', 'Memory': ' 4 GB RAM', 'Graphics': ' Nvidia / ATI Card'}",1
536690,"['Adventure', 'Indie', 'Simulation']",['ARQUOIA'],['ARQUOIA'],2018-04-14,3.29,45,71.0,64.44,"{'Processor': ' intel core i3 2100 or amd a8-6500', 'Memory': ' 2 GB RAM', 'Graphics': ' GeForce GTX 560 or Radeon R7 260'}",1
536750,"['Casual', 'Indie', 'Simulation', 'Strategy']",['Ish Games'],['Ish Games'],2016-10-14,1.99,72,75.0,68.13,"{'Processor': ' intel core 2 duo @2ghz', 'Memory': ' 2 GB RAM', 'Graphics': 'Not specified'}",0
536780,"['Adventure', 'Casual']",['World-Loom'],['Artifex Mundi'],2016-11-10,2.99,148,82.0,75.24,"{'Processor': ' 2 ghz', 'Memory': ' 1 GB RAM', 'Graphics': ' 256 MB VRAM'}",0
536800,"['Action', 'Adventure', 'Indie', 'Strategy']","['Cypress Inheritance, LLC']","['Cypress Inheritance, LLC']",2016-09-30,52.36,7,29.0,40.03,"{'Processor': ' intel i5-4590', 'Memory': ' 8 GB RAM', 'Graphics': ' NVIDIA GeForce GTX 970'}",3
536890,"['Simulation', 'Strategy']",['Mostly Tigerproof'],[''],2016-12-13,4.09,412,83.0,77.83,"{'Processor': ' dual core 2+ ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' Intel HD Graphics 3000, GeForce 8600, Radeon HD 3650 or better'}",1
536210,"['Adventure', 'Casual', 'Free to Play']",['Jak Wilmot'],['StudioDisrupt'],2016-11-07,0.0,53,72.0,65.17,"{'Processor': ' intel i5-4590 equivalent or greater', 'Memory': ' 8 GB RAM', 'Graphics': ' NVIDIA GTX 970 / AMD 290 or equivalent'}",3
536220,['Adventure'],['Telltale Games'],['Skybound Games'],2016-12-20,7.49,10676,79.0,76.96,"{'Processor': ' intel core 2 duo 2.4ghz', 'Memory': ' 3 GB RAM', 'Graphics': ' Nvidia GTS 450+ with 1024MB+ VRAM (excluding GT)'}",0
536230,"['Action', 'Indie', 'Strategy']","['MyDream Interactive, Inc.']","['MyDream Interactive, Inc.']",2016-11-02,0.0,8,88.0,68.15,"{'Processor': ' intel i5-4590 equivalent or greater', 'Memory': ' 8 MB RAM', 'Graphics': ' NVIDIA GTX 970 / AMD 290 equivalent or greater'}",1
536270,"['Action', 'Adventure', 'Indie', 'RPG']",['Panache Digital Games'],['Private Division'],2020-08-27,14.79,2640,79.0,76.02,"{'Processor': ' intel core i5-2500k or amd phenom ii x6 1100t', 'Memory': ' 8 GB RAM', 'Graphics': ' GeForce GTX 760 (4GB) or Radeon HD 7950 (3GB)'}",3
536280,"['Action', 'Adventure']",['V1 Interactive'],['Private Division'],2020-06-15,14.99,630,49.0,49.05,"{'Processor': ' intel core i5-2400 or amd ryzen 5 1400', 'Memory': ' 8 GB RAM', 'Graphics': ' GeForce GTX 570 or Radeon HD 7850'}",3
536320,"['Casual', 'Indie']",['Max'],['Max Indie Games'],2016-10-03,1.59,47,40.0,43.41,"{'Processor': ' intel(r) pentium(r) cpu 2.13 ghz', 'Memory': ' 2048 MB RAM', 'Graphics': ' NVIDIA GTS 450 or better'}",0
536410,"['Violent', 'Gore', 'Adventure', 'Indie']",['AO2Game'],['AO2Game'],2017-01-19,0.59,55,62.0,58.3,"{'Processor': ' core 2 quad 2.6 ghz', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeForce GTX 660/ AMD HD 8750'}",0
536420,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",['Warfare Studios'],['Warfare Studios'],2016-10-14,0.98,51,59.0,56.14,"{'Processor': ' 1.6 ghz', 'Memory': ' 128 MB RAM', 'Graphics': ' DirectX 9.0 Compatible'}",0
536430,"['Adventure', 'Indie']",['Rafael García'],['Rafael García'],2016-10-31,1.64,44,82.0,71.7,"{'Processor': ' 1.7 ghz dual core', 'Memory': ' 2 GB RAM', 'Graphics': ' NVIDIA GeForce GTX 260, ATI Radeon 4870 HD, or equivalent card with at least 512 MB VRAM'}",1
536450,"['Action', 'Adventure', 'Indie', 'RPG']",['DarkDes Labs'],['DarkDes Labs'],2017-01-19,0.61,88,73.0,66.84,"{'Processor': ' intel atom n2800 ( 1.86 ghz dual core )', 'Memory': ' 512 MB RAM', 'Graphics': ' Intel GMA 3600 graphics (Integrated)'}",1
536490,"['Casual', 'Indie']",['Homiebear Studio'],['Homiebear Studio'],2016-11-10,3.99,34,76.0,67.39,"{'Processor': ' core 2 duo 1.5 ghz or gretter', 'Memory': ' 1 GB RAM', 'Graphics': ' Opengl 1.4 or better'}",0
536510,"['Indie', 'Simulation', 'Strategy']",['exosyphen studios'],['exosyphen studios'],2016-09-28,0.59,24,33.0,39.66,"{'Processor': ' 1.1 ghz', 'Memory': ' 512 MB RAM', 'Graphics': ' OpenGL / DirectX compliant card'}",0
536530,"['Action', 'Adventure', 'Casual', 'Indie']",['Uzi Games'],['Uzi Games'],2016-10-25,3.49,20,60.0,56.0,"{'Processor': ' i5 or equivalent', 'Memory': ' 2 GB RAM', 'Graphics': ' Nvidia GTX 560 or equivalent'}",2
535890,['Indie'],['The Stonebot Studio'],['Ludus Games'],2016-12-14,3.99,31,84.0,71.94,"{'Processor': ' intel core 2 quad 2.4ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' NVidia 7600, ATI X1600 or better'}",0
535910,"['Casual', 'Simulation', 'Strategy']","['Pixel Barrage Entertainment, Inc.']","['Pixel Barrage Entertainment, Inc.']",2016-11-03,1.99,31,97.0,80.3,"{'Processor': ' dual core 2.0ghz', 'Memory': ' 256 MB RAM', 'Graphics': ' gForce 8800'}",1
535980,['Casual'],['Hyper Hippo Games'],['Hyper Hippo Games'],2016-11-30,1.99,39,87.0,75.24,"{'Processor': 'Not specified', 'Memory': ' 512 MB RAM', 'Graphics': 'Not specified'}",0
536040,"['Action', 'Indie', 'RPG', 'Strategy']",['Awoker Games'],['Awoker Games'],2016-10-11,0.39,130,68.0,63.61,"{'Processor': ' dual core intel/amd 1.8 ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' Intel HD 3000'}",1
535520,"['Action', 'Casual', 'Indie']",['Messhof'],['Messhof'],2017-08-15,5.24,809,80.0,76.37,"{'Processor': ' 3.0 ghz dual core cpu', 'Memory': ' 1 GB RAM', 'Graphics': ' GPU with at least 256MB of VRAM'}",1
535530,"['Action', 'Adventure', 'RPG']","['Beijing Skyline Interaction Technology Co., Ltd.']","['Beijing Skyline Interaction Technology Co., Ltd.']",2016-09-29,19.99,8,50.0,50.0,"{'Processor': ' i5 6500', 'Memory': ' 4 GB RAM', 'Graphics': ' GTX970'}",2
535650,"['Adventure', 'Indie']",['XXII GROUP'],['XXII GROUP'],2017-06-19,2.99,17,94.0,75.64,"{'Processor': ' intel core i5-4590 equivalent or greater', 'Memory': ' 8 GB RAM', 'Graphics': ' Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or greater'}",3
535690,"['Action', 'Indie', 'RPG']",['Ascanio Entertainment'],['Ascanio Entertainment'],2017-07-14,0.0,124,76.0,69.77,"{'Processor': ' intel core i5-2400/amd fx-8320 or better', 'Memory': ' 8 GB RAM', 'Graphics': ' NVIDIA GTX 670 2GB/AMD Radeon HD 7870 2GB or better'}",3
535700,"['Casual', 'Simulation', 'Sports', 'Strategy']",['bumblebee'],['familyplay'],2016-12-06,0.99,80,60.0,57.34,"{'Processor': ' dual-core: 2ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' 256Mb'}",0
535750,"['Action', 'Casual', 'Indie']",['toxicbrain'],['toxicbrain'],2016-11-21,1.99,13,69.0,60.54,"{'Processor': ' intel i5-4590, amd fx 8350 or better', 'Memory': ' 4 GB RAM', 'Graphics': ' Nvidia GeForce GTX 970, AMD Radeon R9 290 or better'}",2
535760,"['Adventure', 'Indie', 'RPG']",['Amaterasu Software'],['Amaterasu Software'],2016-10-07,0.39,265,58.0,56.91,"{'Processor': ' intel core2 duo or better', 'Memory': ' 2 GB RAM', 'Graphics': ' OpenGL 4.1 capable GPU'}",0
535840,"['Casual', 'Indie']",['Plexagon Studios'],['Plexagon Studios'],2016-11-25,9.99,12,92.0,72.42,"{'Processor': ' intel core i7-2600k', 'Memory': ' 2 GB RAM', 'Graphics': ' NVIDIA GeForce GTX 750 Ti'}",0
535850,['Racing'],['Codemasters'],['Codemasters'],2017-06-29,2.49,479,28.0,31.23,"{'Processor': ' amd fx series or intel core i3 series', 'Memory': ' 4 GB RAM', 'Graphics': ' AMD HD5570 or NVIDIA GT440 with 1GB of VRAM (DirectX 11 graphics card required)'}",1
535150,"['Action', 'Indie', 'Simulation']",['Silver Cow Studio'],['Silver Cow Studio'],2016-10-11,2.49,76,78.0,70.16,"{'Processor': ' core i5 or above', 'Memory': ' 1 GB RAM', 'Graphics': ' 1GB'}",2
535170,"['Casual', 'Indie']",['Saluda Systems'],['Saluda Systems'],2017-05-03,0.0,39,56.0,54.3,"{'Processor': ' core i3 / amd a6 2.4ghz', 'Memory': ' 1 GB RAM', 'Graphics': ' NVIDIA GeForce GT 240 / AMD Radeon HD 4670 / Intel HD Graphics 4000'}",1
535190,['Simulation'],['Don Whitaker'],['Brain Blinks'],2016-12-20,1.99,20,95.0,77.0,"{'Processor': ' intel i5-4590 / amd fx 8350', 'Memory': ' 6 GB RAM', 'Graphics': ' NVIDIA GeForce GTX 970 / AMD Radeon R9 290'}",2
535260,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",['BadWolf Games'],['BadWolf Games'],2016-09-30,2.26,29,59.0,55.52,"{'Processor': ' intel i3 3ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' DirectX 11 compatible'}",1
535270,"['Action', 'Casual', 'Indie', 'Strategy']",['D.W.S.'],['D.W.S.'],2016-11-07,0.49,11,55.0,52.39,"{'Processor': ' dual core processor', 'Memory': ' 4 GB RAM', 'Graphics': ' DX11 GPU with 1GB VRAM: NVidia GTX 460/ AMD Radeon 5850'}",1
535280,"['Indie', 'Racing', 'Simulation', 'Strategy']",['BYCODEC TEKNOLOJI LTD'],['BYCODEC TEKNOLOJI LTD'],2016-12-20,1.59,48,88.0,75.88,"{'Processor': ' i̇ntel generic processor', 'Memory': ' 1 GB RAM', 'Graphics': ' Generic Screen Card'}",0
535330,"['Action', 'Casual', 'Indie', 'Massively Multiplayer']",['Chris_Antoni'],['Chris_Antoni'],2017-02-10,0.99,25,96.0,78.75,"{'Processor': ' direct x9.0 compatible card', 'Memory': ' 1 GB RAM', 'Graphics': ' Direct X9.0 Compatible Card'}",0
535350,"['Indie', 'RPG']",['Black Alchemy Games'],['Black Alchemy Games'],2019-01-15,1.64,7,57.0,53.32,"{'Processor': ' intel core2 duo or better', 'Memory': ' 512 MB RAM', 'Graphics': ' 1024x768 High Color +'}",0
535370,"['Nudity', 'Adventure']",['GDG Entertainment'],['DreamasArtStudio'],2016-11-29,3.99,3,33.0,44.31,"{'Processor': ' intel pentium 1.4ghz', 'Memory': ' 2 MB RAM', 'Graphics': ' On-board graphic card'}",0
535380,"['Action', 'Casual', 'Indie']",['A-Blast Games'],['A-Blast Games'],2016-09-28,3.29,24,88.0,73.27,"{'Processor': ' intel i5-4590', 'Memory': ' 8 GB RAM', 'Graphics': ' NVIDIA GeForce GTX 970'}",3
535410,['Strategy'],['RowlesCorp Studios'],['Self-Published'],2017-08-02,7.99,33,82.0,70.81,"{'Processor': ' i5 4590', 'Memory': ' 4 GB RAM', 'Graphics': ' Nividia GTX 970'}",2
535440,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']",['CPsoft'],['CPsoft'],2016-10-21,0.0,28,32.0,38.62,"{'Processor': ' dual core', 'Memory': ' 2 GB RAM', 'Graphics': ' NVidia GT 650M'}",1
535460,"['Casual', 'Indie', 'Simulation']",['Fulby Technologies'],['Fulby Technologies'],2016-10-17,0.74,55,85.0,74.9,"{'Processor': ' intel core i5 4590 or amd fx 8350', 'Memory': ' 4 GB RAM', 'Graphics': ' GeForce GTX 970 or AMD Radeon R9 290'}",2
535490,"['Sexual Content', 'Indie', 'Simulation']",['Zitrix Megalomedia'],['Zitrix Megalomedia'],2017-05-05,19.69,212,55.0,53.78,"{'Processor': ' 1.4 ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' DirectX® 10 Compatible Graphics Card'}",0
534680,"['Action', 'Casual', 'Indie', 'Sports']",['Rawkins Games'],['Rawkins Games'],2017-05-04,1.49,19,95.0,76.58,"{'Processor': ' intel core 2 duo equivalent or better', 'Memory': ' 2 GB RAM', 'Graphics': ' Intel HD 4000 or better, OpenGL 2 compatible'}",0
534720,['Action'],['RealityRig'],['RealityRig'],2016-12-12,0.99,44,91.0,77.9,"{'Processor': ' intel core i5-4590', 'Memory': ' 4 GB RAM', 'Graphics': ' GeForce GTX 970'}",2
534740,"['Indie', 'Simulation', 'Early Access']",['RaYmond Lewis'],['Openland Design'],2016-10-19,0.0,5,40.0,45.83,"{'Processor': ' intel dual core cpu 2.4 ghz or better', 'Memory': ' 4 GB RAM', 'Graphics': ' OpenGL 3.0 compatible 3D graphics card with at least 1GB of RAM'}",1
534750,"['Action', 'Adventure', 'RPG', 'Early Access']",['Colopl NI'],['Colopl NI'],2016-10-19,0.0,22,77.0,66.66,"{'Processor': ' cpu: intel i5-4590, amd fx 8350 equivalent or better', 'Memory': ' 4 GB RAM', 'Graphics': ' Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better'}",2
534780,"['Action', 'Casual', 'Indie', 'Early Access']","['Surf Monster Studio', 'Kinn Chen', 'Vicky', 'Chih-Hsuan Huang']",['Surf Monster Studio'],2017-05-15,3.99,116,92.0,82.17,"{'Processor': ' dual-core intel / amd 2ghz or better', 'Memory': ' 4096 MB RAM', 'Graphics': ' NVIDIA GeForce 8600 GT / AMD Radeon HD 2400 XT / Intel HD Graphics 3000 or better'}",0
534820,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",['Net Dragon'],['R2Games'],2017-01-01,0.0,655,54.0,53.6,"{'Processor': ' 2.2 ghz or better', 'Memory': ' 2 GB RAM', 'Graphics': ' 256 MB or more'}",0
534870,['Action'],['Offpeak Games'],['Offpeak Games'],2016-12-19,0.0,19,79.0,67.2,"{'Processor': ' intel i5-4590', 'Memory': ' 8 GB RAM', 'Graphics': ' NVIDIA GeForce GTX 970'}",3
534880,"['Action', 'Adventure', 'Indie']","['Wuhan Firegame Co.,Ltd.']","['Wuhan Firegame Co.,Ltd.']",2016-12-23,9.99,12,92.0,72.42,"{'Processor': ' intel i5-4590 / amd fx 8350 equivalent or greater', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290 equivalent or greater'}",2
534910,"['Casual', 'Simulation', 'Sports']",['bumblebee'],['familyplay'],2016-12-20,0.99,35,60.0,56.6,"{'Processor': ' dual-core: 2ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' 512MB'}",0
534920,"['Casual', 'Indie']",['CrazyBunch'],['Daedalic Entertainment'],2017-03-02,0.47,9,56.0,52.78,"{'Processor': ' intel i5-4590 equivalent or greater', 'Memory': ' 8 GB RAM', 'Graphics': ' NVIDIA GTX 970 / AMD R9 290 equivalent or greater'}",3
534980,"['Adventure', 'Casual']",['Winter Wolves'],['Winter Wolves'],2017-01-10,7.49,15,73.0,63.21,"{'Processor': ' 1ghz', 'Memory': ' 1 GB RAM', 'Graphics': ' DirectX or OpenGL compatible card'}",0
535000,"['Casual', 'Indie']",['SIXNAILS'],['SIXNAILS'],2016-12-16,1.39,28,96.0,79.58,"{'Processor': ' intel/amd sse2 2.0ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' GPU with OpenGL 3.2 support e.g. Intel HD Graphics 4400 / GeForce 210 / AMD Radeon R5 M200 / HD 8500M / HD 8470D'}",0
535010,"['Action', 'Indie']",['ReaVR Games'],['ReaVR Games'],2016-10-14,0.0,7,57.0,53.32,"{'Processor': ' intel core i5 4590 or amd fx 8350 or greater.', 'Memory': ' 4 GB RAM', 'Graphics': ' GeForce GTX 970 or AMD Radeon R9 290 or better.'}",2
534350,"['Casual', 'Simulation', 'Strategy']",['Ladia Group'],['Ladia Group'],2016-11-06,2.09,11,45.0,47.61,"{'Processor': ' 2.0ghz', 'Memory': ' 1 GB RAM', 'Graphics': 'Not specified'}",0
534360,"['Casual', 'Strategy']","['Asmodee Digital', 'Frima Studio']",['Asmodee Digital'],2016-11-17,6.99,77,60.0,57.12,"{'Processor': ' dual core 3.0 ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' DirectX 10 class GPU with 1024MB VRAM'}",1
534370,['Simulation'],['Ice Flames'],['Techland Publishing'],2018-03-13,5.99,1197,71.0,68.82,"{'Processor': ' intel core i5 2,3 ghz', 'Memory': ' 4 GB RAM', 'Graphics': ' Geforce 560 GTX 2 GB'}",2
534430,"['Design & Illustration', 'Utilities']",['Groove Jones LLC'],['Groove Jones LLC'],2016-10-19,8.99,6,67.0,57.39,"{'Processor': ' intel® i5-4590 / amd fx 8350 equivalent or greater', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeForce® GTX 1060 / AMD Radeon™ RX 480 equivalent or greater'}",2
534440,"['Action', 'Indie']",['FRS Game Studio'],"['Front Range Software, LLC']",2016-10-27,4.99,23,83.0,70.08,"{'Processor': ' intel i5-4590 or amd fx 8350 equivalent or greater', 'Memory': ' 4 GB RAM', 'Graphics': ' Nvidia GeForce GTX970, or AMD Radeon R9 290 equivalent or greater'}",2
534460,['Simulation'],['Framestore VR Studio'],['Framestore VR Studio'],2016-10-22,0.0,30,60.0,56.44,"{'Processor': ' intel core i7 - 6700 3.4ghz', 'Memory': ' 16 GB RAM', 'Graphics': ' Nvidia GeForce GTX 980'}",0
534480,"['Sexual Content', 'Nudity', 'Adventure', 'Casual', 'Indie', 'Simulation']",['Tomilano'],['Tomilano'],2016-09-30,0.99,36,36.0,40.79,"{'Processor': ' intel core i5-4590 (or equivalent)', 'Memory': ' 8 GB RAM', 'Graphics': ' GeForce GTX 970 (or equivalent)'}",3
534550,"['Action', 'Adventure', 'Indie']",['DrinkBox Studios'],['DrinkBox Studios'],2018-08-21,3.99,1858,92.0,87.25,"{'Processor': ' 2 ghz+', 'Memory': ' 1 GB RAM', 'Graphics': ' Shader Model 5.0 (DX11 support required), 2 GB available graphics memory'}",0
534560,"['Casual', 'Indie']",['Create Something Interesting'],['Create Something Interesting'],2017-04-21,0.41,7,86.0,66.62,"{'Processor': ' 2.4 ghz dual core', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GTX 260 or ATI 4850'}",1
534570,"['Indie', 'Strategy']",['Bat Byte'],['Bat Byte'],2016-10-13,2.99,43,60.0,57.12,"{'Processor': ' 1.2ghz+', 'Memory': ' 1 GB RAM', 'Graphics': 'Not specified'}",0
533820,['RPG'],['Astronomic Games'],['New Reality Games'],2016-10-18,0.59,136,73.0,67.61,"{'Processor': ' intel pentium 4 2.ghz or above', 'Memory': 'Not specified', 'Graphics': ' Minimum 640x480 Desktop Resolution'}",0
533850,"['Action', 'Casual', 'Indie', 'Simulation']",['Lorag Games'],['Lorag Games'],2016-09-30,0.39,96,78.0,71.03,"{'Processor': ' quad-core intel or amd processor, 2.5 ghz or faster', 'Memory': ' 8 GB RAM', 'Graphics': ' NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher'}",2
533860,"['Casual', 'Indie']",['Cleverweek'],['Cleverweek'],2016-11-14,4.99,123,43.0,44.71,"{'Processor': ' sse2 instruction set support', 'Memory': ' 128 MB RAM', 'Graphics': 'Not specified'}",0
